age;job;education;marital;default;balance;housing;loan;previous;y
42;admin.;secondary;married;no;490;no;no;0;no
39;services;secondary;single;yes;-697;yes;no;0;no
37;blue-collar;secondary;married;no;2924;no;no;0;no
41;management;unknown;married;no;944;no;no;0;no
46;self-employed;secondary;married;no;390;yes;no;0;no
59;retired;primary;married;no;3079;no;no;0;no
53;management;tertiary;single;no;3158;no;no;0;no
48;management;unknown;married;no;970;no;no;0;no
35;services;secondary;married;no;1742;yes;no;0;no
40;blue-collar;secondary;married;no;1953;no;no;0;no
38;admin.;tertiary;married;no;669;yes;yes;0;yes
42;technician;primary;married;no;275;no;no;0;no
42;technician;tertiary;married;no;1079;no;no;0;no
51;unemployed;tertiary;married;no;0;no;no;0;no
56;entrepreneur;tertiary;single;no;3846;no;no;0;yes
46;technician;secondary;single;no;0;yes;no;0;no
57;admin.;secondary;married;no;340;no;yes;0;no
43;housemaid;primary;married;no;24;no;no;0;no
49;services;unknown;married;no;313;yes;no;0;no
37;technician;secondary;married;no;884;yes;yes;0;no
35;blue-collar;secondary;single;no;86;no;no;0;no
36;admin.;secondary;married;no;3308;no;yes;0;no
40;blue-collar;secondary;married;no;4853;no;no;0;no
51;technician;unknown;married;no;-168;no;no;0;no
38;admin.;secondary;married;no;137;yes;no;0;yes
31;technician;secondary;married;no;0;yes;no;0;no
35;blue-collar;secondary;single;no;-518;yes;no;0;no
47;admin.;secondary;married;no;3936;yes;no;0;no
37;blue-collar;unknown;single;no;557;no;no;0;yes
48;services;secondary;married;no;105;no;no;0;no
55;blue-collar;primary;married;no;842;no;no;0;no
42;blue-collar;primary;married;no;260;yes;no;0;no
59;blue-collar;primary;married;no;595;no;no;0;no
39;retired;primary;single;no;284;no;no;0;no
58;retired;primary;married;no;2538;yes;no;0;no
50;blue-collar;primary;married;no;2554;no;no;0;no
41;blue-collar;secondary;married;no;4900;yes;no;0;no
41;unemployed;primary;married;no;2171;no;no;0;no
59;admin.;primary;married;no;6187;no;no;0;no
43;services;secondary;married;no;0;no;no;0;no
38;blue-collar;secondary;married;no;4336;yes;no;0;no
48;entrepreneur;tertiary;married;yes;-392;no;no;0;no
32;services;secondary;married;no;0;no;no;0;no
58;blue-collar;unknown;single;no;55;yes;no;0;no
49;management;primary;married;no;548;no;no;0;no
48;management;secondary;single;no;-876;no;yes;0;no
45;blue-collar;secondary;married;no;1239;no;no;0;no
51;technician;secondary;married;no;8758;no;no;0;no
35;admin.;secondary;married;no;-218;no;yes;0;no
35;blue-collar;primary;married;no;-759;yes;no;0;no
41;blue-collar;primary;married;no;0;no;no;0;no
40;technician;secondary;single;no;296;no;no;0;no
45;services;secondary;married;no;27;yes;yes;0;no
48;housemaid;secondary;married;no;1397;no;no;0;no
49;admin.;secondary;married;no;1629;no;no;0;no
46;management;secondary;married;no;1605;no;no;0;no
47;blue-collar;secondary;married;no;846;yes;no;0;no
41;services;secondary;married;no;428;no;no;0;no
40;management;unknown;married;no;3165;yes;no;0;no
49;technician;secondary;married;no;3144;no;no;0;no
43;blue-collar;primary;single;no;2105;yes;no;0;no
31;services;unknown;married;no;-82;yes;no;0;no
42;services;secondary;married;no;247;yes;no;0;no
52;technician;secondary;single;no;-1076;yes;no;0;no
38;management;tertiary;married;no;590;no;no;0;no
46;services;secondary;married;no;-522;yes;no;0;yes
28;blue-collar;secondary;married;no;0;no;yes;0;no
54;management;tertiary;married;no;12;no;no;0;no
55;housemaid;primary;married;no;77;no;no;0;no
41;blue-collar;primary;married;no;2053;no;no;0;no
47;management;tertiary;married;no;2473;yes;yes;0;yes
58;housemaid;tertiary;married;no;2858;no;no;0;no
43;technician;secondary;married;yes;685;yes;no;0;no
46;services;secondary;single;no;998;yes;no;0;yes
51;admin.;secondary;married;no;3029;yes;yes;0;no
46;unemployed;primary;married;no;1;yes;no;0;no
54;self-employed;secondary;single;no;2191;yes;no;0;yes
58;retired;secondary;married;no;3648;no;no;0;no
30;services;secondary;married;no;48;yes;no;0;no
53;blue-collar;primary;married;no;252;no;no;0;no
53;unemployed;secondary;married;no;4487;no;no;0;no
59;retired;primary;married;no;488;no;no;0;no
45;management;secondary;married;no;4105;yes;no;0;yes
41;blue-collar;primary;married;no;200;no;yes;0;no
42;admin.;secondary;single;no;176;no;no;0;no
59;retired;secondary;married;no;2651;no;no;0;no
51;self-employed;primary;married;no;106;yes;no;0;yes
44;management;tertiary;married;no;4460;no;no;0;no
56;management;secondary;single;no;1502;no;no;0;no
57;retired;secondary;married;no;1354;no;no;0;no
47;housemaid;secondary;married;yes;-1531;yes;no;0;yes
33;admin.;secondary;married;no;2554;yes;no;0;no
36;technician;tertiary;married;no;1023;yes;no;0;no
43;management;tertiary;single;no;0;no;no;0;no
35;blue-collar;unknown;married;no;1662;no;no;0;no
54;blue-collar;primary;married;no;532;no;no;0;no
39;management;tertiary;married;no;55;no;no;0;no
52;technician;unknown;married;no;668;yes;no;0;no
46;blue-collar;unknown;married;no;2391;yes;no;0;no
38;management;tertiary;married;no;0;no;yes;0;no
46;services;secondary;married;no;389;no;no;0;no
45;blue-collar;primary;single;no;-455;yes;yes;0;yes
47;management;tertiary;married;no;2597;no;no;0;no
42;unemployed;secondary;single;no;714;no;no;0;no
45;management;tertiary;single;no;16;no;no;0;no
38;services;secondary;married;no;4392;no;no;0;no
27;management;tertiary;married;no;385;no;yes;0;no
37;blue-collar;secondary;single;no;14;yes;no;0;no
55;management;tertiary;single;no;2;no;yes;0;no
51;technician;tertiary;married;no;5059;yes;no;0;no
44;blue-collar;secondary;married;no;96;yes;no;0;no
38;admin.;secondary;single;no;-211;no;yes;0;no
42;management;tertiary;married;no;2110;no;yes;0;yes
49;management;secondary;married;no;4908;no;no;0;yes
56;retired;secondary;single;no;0;no;no;0;no
47;management;tertiary;married;no;2261;no;no;0;no
42;services;secondary;married;no;2219;yes;no;0;no
50;blue-collar;secondary;married;no;1553;yes;no;0;no
39;self-employed;primary;single;no;2077;yes;no;0;yes
41;services;secondary;married;no;-459;yes;no;0;no
50;blue-collar;primary;single;no;602;yes;no;0;no
40;blue-collar;secondary;married;no;1954;no;no;0;no
55;services;secondary;married;no;3546;yes;yes;0;no
32;blue-collar;secondary;married;no;3036;yes;no;0;no
43;technician;secondary;married;no;533;yes;no;0;yes
41;management;secondary;married;no;0;no;no;0;no
48;management;tertiary;married;no;648;yes;no;0;no
41;unemployed;secondary;married;no;0;no;no;0;no
33;blue-collar;secondary;single;no;5;yes;no;0;no
39;management;primary;married;no;375;no;no;0;no
42;technician;secondary;married;no;1689;yes;no;0;no
39;management;tertiary;married;no;2258;yes;no;0;no
36;admin.;secondary;married;no;470;yes;no;0;no
42;admin.;secondary;single;no;4343;no;no;0;no
31;management;tertiary;single;no;935;no;no;0;no
45;management;primary;married;no;1533;no;no;0;no
28;management;tertiary;married;no;22;yes;no;0;no
37;management;tertiary;married;no;4357;no;no;0;no
48;management;tertiary;married;yes;0;yes;no;0;no
57;housemaid;secondary;married;no;271;no;no;0;no
54;admin.;secondary;married;no;812;yes;yes;0;no
50;services;secondary;single;yes;0;no;no;0;no
42;blue-collar;primary;married;no;517;yes;no;0;no
35;technician;secondary;single;no;-195;no;no;0;yes
57;retired;primary;married;no;3549;no;no;0;no
57;management;primary;married;no;80;no;yes;0;no
35;blue-collar;primary;single;no;0;no;no;0;yes
44;technician;primary;single;no;755;no;yes;0;no
47;management;secondary;married;no;1077;no;no;0;no
51;self-employed;tertiary;single;no;5350;yes;yes;0;no
56;unknown;unknown;married;no;33;no;no;0;yes
35;management;secondary;single;no;3384;yes;no;0;no
54;management;tertiary;single;no;1623;no;no;0;no
35;management;tertiary;married;no;2801;yes;no;0;no
46;blue-collar;primary;married;no;333;yes;no;0;no
37;services;secondary;married;no;0;yes;yes;0;no
53;management;tertiary;married;no;3366;no;no;0;no
46;entrepreneur;unknown;married;no;4;no;yes;0;no
33;entrepreneur;tertiary;married;no;99;no;yes;0;no
36;management;tertiary;married;no;3770;yes;no;0;no
32;blue-collar;secondary;married;no;7365;yes;no;0;no
40;management;tertiary;married;no;-1737;yes;yes;0;no
58;management;secondary;married;no;-382;no;no;0;no
38;blue-collar;secondary;married;no;1911;yes;no;0;no
58;technician;tertiary;married;no;4656;no;no;0;no
42;blue-collar;primary;married;no;704;yes;yes;0;no
56;technician;tertiary;married;no;1593;yes;no;0;no
36;technician;secondary;single;no;7957;no;no;0;no
49;entrepreneur;primary;married;yes;-736;no;no;0;no
46;management;tertiary;married;no;466;yes;no;0;no
44;entrepreneur;secondary;married;no;1;no;no;0;no
40;housemaid;tertiary;married;no;7441;no;no;0;yes
32;admin.;secondary;married;no;347;yes;no;0;no
46;services;secondary;married;no;375;no;no;0;no
35;blue-collar;primary;married;no;4401;yes;no;0;no
59;housemaid;primary;married;no;259;no;no;0;no
46;management;tertiary;married;no;4039;yes;no;0;no
42;technician;secondary;married;no;0;no;no;0;no
59;retired;primary;married;no;-266;yes;yes;0;no
32;services;secondary;single;no;0;yes;no;0;no
41;blue-collar;secondary;married;no;3;yes;no;0;no
53;blue-collar;secondary;married;no;0;no;no;0;no
31;blue-collar;secondary;married;no;1030;yes;no;0;no
36;management;tertiary;single;no;4359;no;no;0;no
34;services;secondary;single;no;27;yes;yes;0;no
40;unemployed;secondary;single;no;488;yes;no;0;yes
41;services;secondary;married;no;56;yes;no;0;no
35;management;tertiary;married;no;1731;no;no;0;no
54;services;secondary;single;no;-626;yes;yes;0;no
40;services;secondary;married;no;87;yes;yes;0;no
55;blue-collar;secondary;single;no;923;no;no;0;no
52;services;primary;single;no;171;yes;yes;0;no
39;blue-collar;primary;married;no;532;yes;no;0;no
42;self-employed;secondary;married;no;3211;no;no;0;no
43;management;tertiary;married;no;439;yes;no;0;no
51;entrepreneur;secondary;married;no;1;yes;yes;0;no
49;services;secondary;married;no;4697;yes;no;0;no
41;technician;secondary;married;no;1822;no;yes;0;no
52;blue-collar;primary;married;no;655;yes;yes;0;no
58;retired;secondary;single;no;1172;no;no;0;no
49;technician;secondary;married;no;133;no;no;0;no
44;admin.;secondary;married;no;-137;no;no;0;no
36;blue-collar;secondary;married;no;29;yes;yes;0;no
54;unemployed;secondary;single;no;3250;no;no;0;no
40;technician;tertiary;single;yes;-2827;yes;yes;0;yes
41;management;tertiary;married;yes;-1176;yes;yes;0;no
58;unemployed;secondary;married;no;18;no;no;0;no
36;management;tertiary;married;no;2706;no;no;0;no
36;management;tertiary;single;no;2547;no;no;0;no
56;retired;secondary;married;no;728;no;no;0;no
50;management;tertiary;married;no;6030;yes;no;0;no
55;services;secondary;married;no;-555;yes;no;0;no
41;services;primary;married;no;308;no;no;0;no
39;blue-collar;secondary;married;no;10005;yes;no;0;no
44;admin.;unknown;married;yes;-612;yes;no;0;no
47;management;tertiary;single;no;1187;no;no;0;no
56;blue-collar;secondary;single;no;1362;no;no;0;no
52;technician;secondary;married;no;-1;no;yes;0;no
44;blue-collar;unknown;married;no;879;no;no;0;no
39;blue-collar;secondary;married;no;98;no;no;0;no
44;admin.;secondary;married;no;0;no;no;0;no
59;admin.;primary;married;no;1040;no;no;0;no
52;housemaid;tertiary;married;no;554;no;no;0;no
38;technician;secondary;married;no;2398;yes;yes;0;no
44;unknown;unknown;single;no;1317;no;no;0;no
49;management;tertiary;single;no;2564;yes;no;0;no
49;management;tertiary;married;no;413;no;yes;0;no
42;blue-collar;primary;married;no;0;yes;no;0;no
55;technician;tertiary;married;no;804;no;no;0;no
37;entrepreneur;tertiary;married;no;65;no;no;0;no
44;technician;secondary;single;yes;-251;no;yes;0;no
32;management;tertiary;married;no;3;yes;no;0;no
31;technician;tertiary;single;no;237;yes;no;0;no
58;management;tertiary;married;no;0;no;no;0;no
27;admin.;secondary;single;yes;1110;yes;yes;0;no
41;admin.;tertiary;married;no;861;yes;no;0;no
36;blue-collar;secondary;married;no;107;yes;no;0;no
29;technician;tertiary;married;no;-983;yes;yes;0;no
43;admin.;secondary;married;no;186;no;yes;0;no
53;management;secondary;single;no;2215;yes;yes;0;no
57;management;tertiary;married;no;4929;yes;no;0;no
40;blue-collar;secondary;married;no;598;yes;no;0;no
37;self-employed;tertiary;married;no;1286;no;no;0;no
25;management;tertiary;single;no;0;yes;no;0;yes
38;blue-collar;primary;married;no;0;yes;no;0;no
44;admin.;secondary;married;no;598;no;no;0;no
40;services;unknown;married;no;0;no;no;0;no
34;management;tertiary;married;no;4;yes;no;0;no
45;blue-collar;unknown;married;no;5640;yes;no;0;no
32;self-employed;tertiary;single;no;745;yes;yes;0;no
50;blue-collar;primary;single;no;235;no;no;0;no
39;entrepreneur;tertiary;married;no;0;no;no;0;no
37;management;tertiary;married;no;-57;yes;no;0;yes
42;blue-collar;secondary;married;no;108;yes;no;0;no
35;technician;unknown;married;no;-11;yes;yes;0;no
47;entrepreneur;unknown;married;no;1179;yes;yes;0;no
49;management;tertiary;single;no;755;no;no;0;no
53;retired;tertiary;married;no;-22;yes;no;0;no
45;blue-collar;primary;married;no;847;no;no;0;no
34;services;unknown;single;no;0;yes;no;0;no
40;management;tertiary;married;no;0;no;no;0;no
32;blue-collar;secondary;married;no;139;yes;yes;0;no
33;admin.;secondary;married;no;166;no;yes;0;no
30;blue-collar;unknown;married;no;-570;yes;no;0;no
51;self-employed;tertiary;married;no;833;no;no;0;no
52;blue-collar;primary;married;no;0;yes;no;0;no
27;management;tertiary;single;no;148;yes;no;0;no
45;management;tertiary;married;no;7154;yes;no;0;no
25;services;secondary;married;no;0;yes;no;0;no
26;unemployed;secondary;married;no;1;no;no;0;no
28;blue-collar;secondary;single;no;39;no;no;0;no
32;blue-collar;primary;married;no;-105;yes;yes;0;no
53;services;secondary;married;no;514;yes;no;0;no
47;management;tertiary;married;no;1493;no;no;0;no
46;management;unknown;single;no;876;yes;no;0;no
49;unemployed;primary;single;yes;11;yes;no;0;no
38;services;secondary;married;no;-361;yes;no;0;no
40;admin.;secondary;single;no;1412;no;no;0;no
49;technician;secondary;married;no;2677;yes;yes;0;yes
44;blue-collar;secondary;single;no;3258;no;no;0;no
56;technician;tertiary;married;no;1476;no;no;0;no
37;self-employed;tertiary;married;no;208;yes;no;0;no
46;management;tertiary;married;no;4879;no;no;0;no
34;management;tertiary;married;no;714;yes;no;0;yes
41;blue-collar;primary;married;no;1256;no;no;0;no
27;services;secondary;single;no;5850;yes;no;0;no
36;technician;secondary;married;no;76;yes;no;0;no
36;technician;secondary;single;no;2921;no;no;0;no
37;admin.;secondary;married;no;1049;no;no;0;no
42;services;secondary;married;no;0;yes;no;0;no
52;services;secondary;married;no;0;no;no;0;no
33;blue-collar;secondary;single;no;0;yes;yes;0;no
35;blue-collar;secondary;single;no;-172;yes;no;0;no
53;management;tertiary;married;no;-187;yes;no;0;no
39;management;tertiary;married;no;572;yes;no;0;no
40;entrepreneur;secondary;single;no;-125;no;yes;0;no
32;technician;tertiary;married;no;127;yes;no;0;yes
54;services;primary;single;no;198;yes;no;0;yes
36;management;tertiary;married;no;62;no;no;0;yes
41;blue-collar;secondary;married;no;284;yes;no;0;no
50;management;tertiary;married;no;813;yes;no;0;no
30;services;secondary;married;no;12;no;yes;0;no
49;management;tertiary;single;no;403;no;no;0;yes
42;technician;secondary;married;no;1812;yes;no;0;no
51;management;tertiary;married;no;1990;no;no;0;no
37;self-employed;primary;married;no;67;no;no;0;no
25;admin.;secondary;married;no;-7;no;yes;0;no
31;services;unknown;single;no;6145;yes;no;0;no
42;management;tertiary;single;no;270;yes;no;0;no
41;management;tertiary;married;no;-499;no;no;0;no
47;management;tertiary;single;no;94;yes;no;0;no
49;blue-collar;secondary;married;no;969;no;yes;0;no
46;blue-collar;secondary;single;no;2297;no;no;0;no
33;blue-collar;unknown;married;no;-923;yes;no;0;yes
33;technician;secondary;married;no;608;no;no;0;no
34;management;tertiary;single;no;1;no;no;0;no
45;technician;secondary;married;no;72;yes;no;0;no
37;admin.;secondary;single;no;-426;yes;yes;0;no
45;admin.;secondary;married;no;-405;no;no;0;no
58;blue-collar;unknown;married;no;1496;no;no;0;no
35;management;tertiary;married;no;66;no;no;0;no
35;technician;secondary;married;no;0;no;no;0;no
30;self-employed;tertiary;married;no;3137;yes;no;0;no
44;blue-collar;primary;married;no;292;no;no;0;no
31;technician;secondary;married;no;4;yes;no;0;no
40;blue-collar;primary;married;no;57;yes;no;0;no
42;self-employed;tertiary;married;no;5331;no;yes;0;no
42;self-employed;secondary;married;no;0;no;no;0;no
33;services;secondary;single;no;0;yes;yes;0;no
39;technician;secondary;married;no;2;yes;yes;0;no
35;management;tertiary;married;no;1078;yes;no;0;no
28;admin.;secondary;married;no;189;yes;no;0;no
39;blue-collar;primary;married;no;554;no;no;0;no
48;technician;secondary;married;no;10655;no;no;0;no
37;self-employed;secondary;single;no;4153;yes;no;0;no
44;housemaid;primary;married;no;0;no;no;0;no
35;services;secondary;married;no;181;yes;no;0;no
45;technician;unknown;married;no;1077;yes;no;0;no
37;unemployed;secondary;single;no;48;no;no;0;yes
59;technician;unknown;married;no;1471;no;no;0;no
29;self-employed;tertiary;single;no;0;yes;yes;0;no
36;blue-collar;primary;married;no;856;yes;no;0;no
41;blue-collar;secondary;married;no;1293;no;no;0;no
54;self-employed;tertiary;single;no;368;no;no;0;no
35;blue-collar;secondary;single;no;280;yes;yes;0;no
46;technician;secondary;married;no;499;yes;no;0;no
61;retired;secondary;married;no;410;no;yes;0;no
58;blue-collar;primary;married;no;8218;yes;no;0;no
34;blue-collar;secondary;married;no;699;yes;yes;0;yes
37;blue-collar;secondary;married;no;298;yes;no;0;no
31;management;tertiary;single;no;-547;yes;yes;0;no
28;blue-collar;primary;married;no;-30;yes;no;0;no
35;management;secondary;married;no;2383;yes;no;0;no
38;admin.;secondary;married;no;902;yes;no;0;no
54;services;secondary;married;no;812;no;no;0;no
30;technician;tertiary;single;no;702;no;yes;0;no
59;retired;tertiary;single;no;2194;yes;no;0;no
50;blue-collar;secondary;single;no;2725;no;no;0;no
59;admin.;secondary;single;no;4196;no;no;0;no
42;admin.;primary;married;no;-466;no;yes;0;no
57;technician;tertiary;single;no;0;yes;no;0;no
44;admin.;secondary;married;no;5181;yes;yes;0;no
32;services;primary;married;no;-109;yes;no;0;no
43;blue-collar;primary;single;no;-97;yes;yes;0;yes
35;unemployed;secondary;married;no;0;no;no;0;no
57;blue-collar;primary;single;no;23;yes;no;0;no
38;management;tertiary;married;no;1515;yes;no;0;no
48;admin.;primary;married;no;3644;yes;yes;0;no
41;services;secondary;single;no;0;yes;no;0;no
53;blue-collar;primary;single;no;-294;yes;yes;0;yes
43;management;primary;married;yes;-39;yes;no;0;no
37;technician;tertiary;married;no;4439;yes;no;0;no
35;blue-collar;unknown;single;no;2298;no;no;0;no
42;management;secondary;married;no;372;yes;no;0;no
43;services;secondary;single;no;642;no;no;0;no
49;blue-collar;primary;single;no;371;yes;no;0;no
31;services;secondary;single;no;712;no;no;0;no
35;services;secondary;married;no;-12;no;no;0;no
60;retired;secondary;married;no;935;no;no;0;no
54;retired;primary;single;no;235;no;yes;0;no
42;management;secondary;married;no;1064;yes;no;0;no
51;services;secondary;single;no;7;yes;no;0;no
43;admin.;secondary;married;no;5048;no;no;0;no
56;technician;tertiary;married;yes;-736;no;no;0;yes
47;blue-collar;secondary;single;no;737;no;yes;0;no
47;blue-collar;secondary;single;no;3285;no;no;0;no
37;admin.;secondary;married;no;5132;no;no;0;no
33;blue-collar;primary;married;no;2064;yes;no;0;yes
35;services;secondary;married;no;377;no;yes;0;no
39;housemaid;secondary;single;no;315;yes;no;0;no
54;management;tertiary;married;no;1197;yes;yes;0;no
43;entrepreneur;tertiary;married;no;1076;no;no;0;no
45;admin.;primary;single;no;1811;no;no;0;no
33;blue-collar;secondary;married;no;249;yes;no;0;yes
41;blue-collar;unknown;single;no;1402;no;no;0;no
31;technician;tertiary;married;no;1186;no;yes;0;no
46;management;tertiary;single;no;4917;yes;yes;0;no
42;technician;secondary;married;no;649;yes;no;0;no
44;services;secondary;single;no;12;yes;yes;0;yes
54;management;unknown;married;no;24;no;no;0;no
49;management;tertiary;married;no;4374;yes;no;0;no
50;blue-collar;secondary;married;no;9585;yes;no;0;yes
40;admin.;secondary;married;no;341;no;no;0;no
36;management;tertiary;married;no;1594;yes;no;0;no
50;entrepreneur;tertiary;single;no;52;no;no;0;no
60;retired;secondary;married;no;0;no;no;0;no
28;unemployed;primary;single;yes;44;yes;no;0;no
35;unemployed;tertiary;married;no;2340;no;no;0;no
32;technician;secondary;married;no;-122;yes;yes;0;no
41;technician;secondary;single;no;188;no;yes;0;no
42;admin.;secondary;single;no;247;yes;no;0;no
58;unemployed;primary;married;no;1183;no;no;0;no
49;blue-collar;secondary;single;no;1060;no;yes;0;no
26;blue-collar;primary;single;no;36;no;yes;0;no
56;admin.;secondary;married;no;2796;no;no;0;no
53;retired;primary;single;no;0;no;no;0;no
56;blue-collar;primary;married;no;2163;no;no;0;no
50;self-employed;secondary;married;no;4440;no;yes;0;yes
26;admin.;secondary;married;no;-14;no;no;0;no
35;technician;secondary;married;no;-215;no;yes;0;no
36;blue-collar;secondary;married;no;306;no;no;0;yes
41;unemployed;secondary;married;no;1281;no;no;0;no
33;management;tertiary;married;no;-75;yes;yes;0;yes
48;blue-collar;secondary;married;no;4259;no;no;0;no
36;blue-collar;secondary;single;no;1550;no;no;0;no
58;blue-collar;secondary;married;no;-27;no;yes;0;no
49;services;secondary;married;no;199;yes;no;0;no
37;blue-collar;secondary;single;no;2066;yes;yes;0;no
38;management;tertiary;married;no;14190;yes;no;0;no
56;management;tertiary;married;no;-6;no;no;0;no
29;management;tertiary;married;yes;53;yes;no;0;no
46;blue-collar;primary;married;no;259;no;yes;0;yes
36;blue-collar;unknown;married;no;-742;yes;yes;0;yes
44;admin.;secondary;married;no;4492;no;yes;0;no
42;student;unknown;single;no;-7;no;no;0;no
44;admin.;secondary;single;no;611;no;no;0;no
49;technician;secondary;single;no;8973;no;no;0;yes
34;student;secondary;single;no;188;yes;no;0;yes
26;blue-collar;secondary;married;no;-32;yes;yes;0;no
28;unemployed;secondary;married;no;-42;yes;yes;0;no
54;housemaid;secondary;married;no;991;no;no;0;no
48;unemployed;secondary;married;no;0;no;no;0;no
49;services;secondary;married;no;388;no;no;0;no
47;admin.;secondary;married;no;-1091;yes;yes;0;no
50;admin.;secondary;single;no;1138;yes;yes;0;no
48;unemployed;secondary;married;no;1811;yes;no;0;no
38;admin.;secondary;married;no;47;yes;yes;0;no
57;retired;unknown;single;no;411;no;yes;0;no
28;blue-collar;secondary;single;no;144;yes;yes;0;no
37;services;secondary;single;no;102;yes;no;0;no
26;admin.;tertiary;married;no;2053;no;no;0;no
39;admin.;secondary;married;no;-328;no;yes;0;no
50;unemployed;secondary;single;no;297;yes;no;0;no
50;unemployed;secondary;married;no;588;no;no;0;no
58;admin.;secondary;married;no;6878;no;no;0;no
51;technician;secondary;married;no;1063;no;yes;0;no
56;services;tertiary;married;no;3480;no;no;0;no
47;management;tertiary;married;no;0;no;no;0;no
32;management;tertiary;married;no;1570;no;no;0;no
36;management;tertiary;married;no;3007;yes;no;0;no
53;technician;secondary;married;yes;-63;no;yes;0;no
45;management;secondary;single;no;1098;no;no;0;no
41;management;tertiary;married;no;3348;no;no;0;no
41;management;tertiary;married;no;1254;no;no;0;no
30;self-employed;tertiary;single;no;663;no;no;0;no
35;housemaid;tertiary;married;no;303;no;no;0;no
52;management;tertiary;married;no;1415;no;no;0;no
36;management;tertiary;single;no;0;no;yes;0;yes
40;management;tertiary;married;no;1213;no;no;0;no
38;technician;secondary;married;no;0;yes;no;0;no
37;management;tertiary;single;no;0;no;no;0;no
49;technician;secondary;married;no;324;no;no;0;no
45;technician;secondary;married;no;2433;no;no;0;no
53;admin.;secondary;married;no;769;no;no;0;no
31;technician;secondary;married;no;6699;no;no;0;no
50;unknown;unknown;single;no;1533;no;no;0;no
45;management;secondary;married;no;1950;no;no;0;no
42;technician;secondary;married;no;0;no;no;0;no
51;management;tertiary;single;no;1700;no;no;0;no
38;technician;secondary;married;no;1919;no;no;0;no
52;unknown;unknown;married;no;1571;no;no;0;no
57;admin.;primary;married;no;6997;no;no;0;no
50;technician;secondary;married;no;1591;no;no;0;no
60;retired;secondary;married;no;5207;no;no;0;no
35;technician;tertiary;single;no;211;no;no;0;no
46;management;secondary;single;no;231;no;yes;0;no
48;technician;tertiary;married;no;907;no;yes;0;no
52;blue-collar;unknown;single;no;742;no;no;0;yes
43;management;tertiary;single;no;36;no;no;0;yes
42;technician;tertiary;married;no;1619;no;no;0;no
48;admin.;secondary;married;no;2262;no;no;0;no
50;management;tertiary;married;yes;37;no;no;0;no
55;self-employed;secondary;married;no;181;no;no;0;no
57;management;secondary;married;no;0;yes;no;0;no
36;technician;secondary;married;no;432;yes;yes;0;no
31;technician;tertiary;married;no;387;no;no;0;no
52;blue-collar;secondary;single;no;-397;no;yes;0;no
42;management;tertiary;single;no;255;no;no;0;no
45;blue-collar;unknown;married;no;0;no;no;0;no
56;blue-collar;primary;single;no;136;no;no;0;yes
31;technician;secondary;single;no;2305;no;no;0;no
35;technician;secondary;single;no;-281;no;no;0;no
46;blue-collar;primary;married;no;783;yes;no;0;no
53;management;tertiary;married;no;1313;no;no;0;no
49;technician;secondary;married;no;3410;no;no;0;no
45;blue-collar;primary;married;no;15515;no;no;0;no
40;management;tertiary;married;no;9221;no;no;0;no
49;blue-collar;secondary;married;no;3348;no;no;0;no
46;blue-collar;primary;married;no;1303;no;no;0;no
49;services;secondary;married;no;3554;no;no;0;no
57;housemaid;tertiary;single;no;3;no;no;0;no
37;management;tertiary;married;no;355;no;no;0;no
49;management;tertiary;married;no;5223;no;no;0;no
30;technician;tertiary;married;no;97;no;no;0;yes
34;unknown;unknown;married;no;164;no;no;0;no
51;housemaid;tertiary;married;no;1613;no;no;0;no
55;management;tertiary;married;no;236;no;no;0;no
51;blue-collar;primary;single;no;1543;no;no;0;no
55;self-employed;secondary;single;no;4493;no;no;0;no
52;management;tertiary;married;no;193;no;no;0;no
30;management;tertiary;married;no;1673;no;no;0;no
46;unknown;unknown;single;no;0;no;no;0;no
45;self-employed;secondary;married;no;1051;no;no;0;no
58;retired;unknown;married;no;928;no;no;0;no
49;blue-collar;primary;single;no;364;no;no;0;no
36;management;tertiary;married;no;0;no;no;0;yes
35;management;tertiary;single;no;837;no;no;0;no
30;management;tertiary;single;no;835;yes;no;0;no
48;unemployed;secondary;single;no;1218;no;no;0;no
41;management;tertiary;single;no;934;no;no;0;no
33;technician;secondary;married;no;116;no;yes;0;no
60;technician;secondary;single;no;914;no;no;0;no
55;technician;secondary;single;no;2437;no;no;0;no
38;management;tertiary;married;no;691;yes;yes;0;no
57;blue-collar;secondary;single;no;166;no;no;0;no
57;admin.;secondary;single;no;999;no;no;0;no
47;services;primary;single;no;0;yes;no;0;no
45;unemployed;primary;single;no;2;no;no;0;no
50;services;secondary;married;no;1126;no;no;0;no
46;blue-collar;primary;single;no;809;no;no;0;no
37;housemaid;primary;single;no;2410;no;no;0;no
46;retired;tertiary;married;no;-48;no;no;0;no
50;unemployed;secondary;single;no;32;no;no;0;no
47;management;tertiary;single;no;1057;no;no;0;no
51;blue-collar;secondary;single;no;1121;no;no;0;no
58;retired;primary;married;no;0;no;no;0;no
51;housemaid;unknown;married;no;21244;no;yes;0;no
53;technician;secondary;single;no;0;no;no;0;yes
46;technician;secondary;married;no;487;no;no;0;no
39;management;secondary;married;no;643;yes;no;0;no
55;retired;secondary;married;no;0;no;no;0;no
44;unemployed;tertiary;married;no;810;no;no;0;no
47;blue-collar;primary;single;no;1452;yes;yes;0;no
58;technician;secondary;married;no;796;no;no;0;no
51;management;tertiary;married;no;2430;no;no;0;no
52;management;secondary;single;no;5601;no;no;0;no
